scope,model,N,SEA,AURC,E_AURC,sel_acc@cov0.2,sel_acc@cov0.5,sel_acc@cov0.8,cov@thr0.8,acc@thr0.8,hc_err@thr0.8,cov@thr0.9,acc@thr0.9,hc_err@thr0.9,cov@thr0.95,acc@thr0.95,hc_err@thr0.95,util@thr0.9_lam1,util@thr0.9_lam2,worst_cat_sel_acc@cov0.5
CSQA,Ministral-8B-Instruct-2410,240,0.5791666666666667,0.41105645135223556,0.30654533492500036,0.5416666666666666,0.5833333333333334,0.5520833333333334,0.9916666666666667,0.5798319327731093,0.4201680672268907,0.8708333333333333,0.5598086124401914,0.4401913875598086,0.475,0.5877192982456141,0.4122807017543859,0.10416666666666667,-0.2791666666666667,0.3333333333333333
CSQA,Open-Reasoner-Zero-7B,240,0.5875,0.4343992163017968,0.3343797607550193,0.5625,0.5166666666666667,0.5885416666666666,0.9916666666666667,0.5840336134453782,0.4159663865546218,0.775,0.5913978494623656,0.4086021505376344,0.4666666666666667,0.5178571428571429,0.4821428571428571,0.14166666666666666,-0.175,0.3333333333333333
CSQA,OpenThinker2-7B,240,0.5458333333333333,0.4403764390342625,0.3161091261087595,0.5416666666666666,0.5583333333333333,0.5572916666666666,0.925,0.5585585585585585,0.4414414414414415,0.8583333333333333,0.5679611650485437,0.43203883495145634,0.8458333333333333,0.5665024630541872,0.43349753694581283,0.11666666666666667,-0.25416666666666665,0.25
CSQA,Qwen2.5-32B-Instruct,240,0.6208333333333333,0.41671437531084893,0.33349580742303686,0.5416666666666666,0.5916666666666667,0.6197916666666666,0.9875,0.620253164556962,0.379746835443038,0.5,0.5916666666666667,0.4083333333333333,0.3625,0.5862068965517241,0.4137931034482759,0.09166666666666666,-0.1125,0.3333333333333333
CSQA,Qwen2.5-7B,240,0.5708333333333333,0.41700762672389813,0.30786973542370694,0.5,0.5916666666666667,0.5729166666666666,0.9583333333333334,0.5739130434782609,0.4260869565217391,0.5375,0.5813953488372093,0.41860465116279066,0.2375,0.543859649122807,0.45614035087719296,0.0875,-0.1375,0.4166666666666667
CSQA,Qwen2.5-7B-Instruct,240,0.6041666666666666,0.4353003259746353,0.3439112266570825,0.5208333333333334,0.5833333333333334,0.59375,0.9958333333333333,0.606694560669456,0.39330543933054396,0.5125,0.5772357723577236,0.4227642276422764,0.38333333333333336,0.5869565217391305,0.4130434782608695,0.07916666666666666,-0.1375,0.3333333333333333
CSQA,Qwen2.5-Math-7B-Instruct,240,0.5166666666666667,0.45943049355020615,0.3148607288240808,0.5625,0.5416666666666666,0.5208333333333334,0.825,0.5202020202020202,0.4797979797979798,0.5,0.5416666666666666,0.45833333333333337,0.31666666666666665,0.5394736842105263,0.4605263157894737,0.041666666666666664,-0.1875,0.25
CSQA,s1.1-7B,240,0.6520833333333333,0.29109531712898273,0.22199628914943614,0.7291666666666666,0.6916666666666667,0.671875,0.9875,0.6540084388185654,0.3459915611814346,0.75,0.6666666666666666,0.33333333333333337,0.6708333333333333,0.6645962732919255,0.3354037267080745,0.25,0.0,0.4166666666666667
Math500,Bespoke-Stratos-7B,500,0.566,0.4417145868710628,0.32986022677277504,0.59,0.536,0.5375,0.944,0.5677966101694916,0.43220338983050843,0.876,0.5547945205479452,0.4452054794520548,0.874,0.5537757437070938,0.4462242562929062,0.096,-0.294,0.5
Math500,Claude 3.5 Haiku,500,0.562,0.4135665844678266,0.29942141740133393,0.6,0.58,0.5725,0.986,0.565922920892495,0.43407707910750504,0.97,0.5608247422680412,0.43917525773195876,0.962,0.5613305613305614,0.43866943866943864,0.118,-0.308,0.35
Math500,DeepSeek-R1-Distill-Qwen-7B,500,0.574,0.439153532313668,0.3316254300548391,0.55,0.576,0.585,0.96,0.5833333333333334,0.41666666666666663,0.88,0.5840909090909091,0.4159090909090909,0.836,0.5885167464114832,0.4114832535885168,0.148,-0.218,0.42857142857142855
Math500,JiuZhang3.0-7B,500,0.543,0.4056402529151042,0.21792433643668088,0.66,0.588,0.55625,0.424,0.6037735849056604,0.39622641509433965,0.414,0.6135265700483091,0.38647342995169087,0.372,0.6129032258064516,0.3870967741935484,0.094,-0.066,0.4473684210526316
Math500,Llama-3.1-8B-Instruct,500,0.566,0.4414562282115732,0.32960186811328546,0.56,0.56,0.57,0.988,0.5647773279352226,0.4352226720647774,0.822,0.5742092457420924,0.4257907542579076,0.226,0.5575221238938053,0.4424778761061947,0.122,-0.228,0.4375
Math500,Ministral-8B-Instruct-2410,500,0.558,0.4670798076530763,0.35061536368720936,0.45,0.56,0.56,0.994,0.5573440643863179,0.4426559356136821,0.968,0.5557851239669421,0.44421487603305787,0.748,0.5614973262032086,0.4385026737967914,0.108,-0.322,0.43902439024390244
Math500,Open-Reasoner-Zero-7B,500,0.606,0.4031317978255641,0.31266257338522174,0.57,0.588,0.6025,0.98,0.6061224489795919,0.3938775510204081,0.932,0.5965665236051502,0.40343347639484983,0.864,0.6018518518518519,0.39814814814814814,0.18,-0.196,0.4166666666666667
Math500,OpenThinker2-7B,500,0.624,0.35351507411590377,0.26945740497102577,0.66,0.656,0.6425,0.876,0.6438356164383562,0.3561643835616438,0.862,0.6450116009280742,0.3549883990719258,0.836,0.6435406698564593,0.3564593301435407,0.25,-0.056,0.6071428571428571
Math500,Qwen2.5-32B-Instruct,500,0.622,0.3888665477388984,0.3062019221538942,0.56,0.616,0.62,0.964,0.6182572614107884,0.3817427385892116,0.766,0.6135770234986945,0.3864229765013055,0.664,0.5933734939759037,0.40662650602409633,0.174,-0.122,0.45
Math500,Qwen2.5-7B,500,0.574,0.3929919128632457,0.28563455889769235,0.6,0.58,0.58,0.984,0.573170731707317,0.426829268292683,0.81,0.5777777777777777,0.4222222222222223,0.518,0.5791505791505791,0.4208494208494209,0.126,-0.216,0.3684210526315789
Math500,Qwen2.5-7B-Instruct,500,0.566,0.4113446916660945,0.29949033156780674,0.55,0.604,0.575,0.966,0.5652173913043478,0.4347826086956522,0.79,0.5746835443037974,0.4253164556962026,0.722,0.5761772853185596,0.4238227146814404,0.118,-0.218,0.35
Math500,Qwen2.5-Math-7B-Instruct,500,0.53,0.4268546005446909,0.28054288600824573,0.59,0.56,0.53625,0.744,0.543010752688172,0.456989247311828,0.592,0.5506756756756757,0.44932432432432434,0.37,0.572972972972973,0.427027027027027,0.06,-0.206,0.4791666666666667
Math500,s1.1-7B,500,0.602,0.4220827353001949,0.3295934619550534,0.6,0.584,0.5925,0.972,0.602880658436214,0.39711934156378603,0.83,0.5951807228915663,0.4048192771084337,0.774,0.5839793281653747,0.4160206718346253,0.158,-0.178,0.4634146341463415
